Iter 	incumb_est 	candid_est 	error
1 	-1536.683157 	-3120.552530 	-1.030707
2 	-549.972178 	-877.919263 	-0.596298
3 	-698.176367 	-922.422261 	-0.321188
4 	-563.460108 	-567.453528 	-0.007087
5 	-463.787475 	-697.503653 	-0.503929
6 	-515.854289 	-636.503068 	-0.233882
7 	-623.346883 	-629.995124 	-0.010665
8 	-527.404706 	-579.843765 	-0.099429
9 	-429.385878 	-480.856676 	-0.119871
10 	-422.767823 	-470.897015 	-0.113843
11 	-433.100647 	-459.238347 	-0.060350
12 	-404.448872 	-432.614459 	-0.069639
13 	-465.785115 	-466.504597 	-0.001545
14 	-408.867563 	-408.867563 	-0.000000
15 	-416.404892 	-435.479047 	-0.045807
16 	-437.905916 	-441.229797 	-0.007590
17 	-426.105342 	-458.526312 	-0.076087
18 	-442.590995 	-450.338096 	-0.017504
19 	-482.550418 	-482.747723 	-0.000409
20 	-461.866895 	-462.154933 	-0.000624
21 	-462.043347 	-469.202073 	-0.015494
22 	-495.057268 	-501.646470 	-0.013310
23 	-481.806391 	-506.348369 	-0.050937
24 	-511.245692 	-514.631607 	-0.006623
25 	-497.758413 	-507.000784 	-0.018568
26 	-486.199703 	-498.536216 	-0.025373
27 	-476.366111 	-513.147553 	-0.077213
28 	-497.648073 	-501.345181 	-0.007429
29 	-469.951374 	-502.174195 	-0.068566
30 	-490.488449 	-498.067507 	-0.015452
31 	-471.484791 	-498.676264 	-0.057672
32 	-491.109159 	-491.404592 	-0.000602
33 	-441.880627 	-467.760061 	-0.058567
34 	-461.637780 	-470.551280 	-0.019308
35 	-442.994619 	-458.852145 	-0.035796
36 	-446.994233 	-455.472664 	-0.018968
37 	-429.563312 	-445.375189 	-0.036809
38 	-444.261773 	-446.403581 	-0.004821
39 	-426.696404 	-447.655070 	-0.049118
40 	-433.540091 	-439.242759 	-0.013154
41 	-396.956514 	-419.291884 	-0.056267
42 	-415.036316 	-426.550235 	-0.027742
43 	-420.574231 	-421.931174 	-0.003226
44 	-404.235782 	-416.368836 	-0.030015
45 	-402.404299 	-402.404298 	0.000000
46 	-395.158483 	-397.857288 	-0.006830
47 	-393.104832 	-395.183844 	-0.005289
48 	-394.204373 	-405.457046 	-0.028545
49 	-394.621753 	-401.484313 	-0.017390
50 	-411.428115 	-411.578578 	-0.000366
51 	-387.233858 	-388.985743 	-0.004524
52 	-398.047858 	-402.930533 	-0.012267
53 	-376.790162 	-381.757414 	-0.013183
54 	-392.714222 	-394.259873 	-0.003936
55 	-374.823273 	-374.862915 	-0.000106
56 	-375.525469 	-387.765694 	-0.032595
57 	-378.059783 	-380.461525 	-0.006353
58 	-392.863742 	-393.454862 	-0.001505
59 	-383.899716 	-384.199380 	-0.000781
60 	-383.830084 	-391.161917 	-0.019102
61 	-391.588678 	-391.661795 	-0.000187
62 	-396.612975 	-403.184586 	-0.016569
63 	-399.166093 	-400.712716 	-0.003875
64 	-401.215866 	-409.000367 	-0.019402
65 	-396.755957 	-400.635292 	-0.009778
66 	-408.240549 	-409.261875 	-0.002502
67 	-385.128845 	-392.656806 	-0.019547
68 	-397.651794 	-398.811521 	-0.002916
69 	-379.083016 	-379.211647 	-0.000339
70 	-381.016438 	-384.823836 	-0.009993
71 	-379.375967 	-379.379747 	-0.000010
72 	-382.772476 	-382.952562 	-0.000470
73 	-381.069203 	-385.471010 	-0.011551
74 	-388.140649 	-388.916880 	-0.002000
75 	-392.283482 	-399.053759 	-0.017259
76 	-395.288221 	-395.342626 	-0.000138
77 	-388.632917 	-392.915250 	-0.011019
78 	-393.395753 	-394.667018 	-0.003232
79 	-401.100254 	-403.904598 	-0.006992
80 	-395.484931 	-395.746118 	-0.000660
81 	-403.297099 	-404.879621 	-0.003924
82 	-394.216276 	-395.794455 	-0.004003
83 	-395.901161 	-401.106764 	-0.013149
84 	-394.829322 	-395.328685 	-0.001265
85 	-393.966374 	-399.708333 	-0.014575
86 	-395.293164 	-395.301015 	-0.000020
87 	-389.555046 	-391.467865 	-0.004910
88 	-394.028246 	-394.456618 	-0.001087
89 	-398.580728 	-403.143581 	-0.011448
90 	-396.254281 	-396.329959 	-0.000191
91 	-395.424850 	-395.426803 	-0.000005
92 	-400.222150 	-400.269931 	-0.000119
93 	-404.587106 	-405.582309 	-0.002460
94 	-403.842393 	-404.121620 	-0.000691
95 	-399.245351 	-399.491914 	-0.000618
96 	-401.161774 	-401.985255 	-0.002053
97 	-398.316912 	-399.384858 	-0.002681
98 	-401.687087 	-401.773069 	-0.000214
99 	-400.883334 	-401.359865 	-0.001189
100 	-404.355482 	-404.641780 	-0.000708
101 	-408.515065 	-408.667088 	-0.000372
102 	-406.282186 	-406.977691 	-0.001712
103 	-403.251006 	-403.670775 	-0.001041
104 	-403.768000 	-404.955543 	-0.002941
105 	-402.549109 	-402.640246 	-0.000226
106 	-397.115938 	-398.824689 	-0.004303
107 	-395.621636 	-395.988276 	-0.000927
108 	-388.942870 	-391.391223 	-0.006295
109 	-392.883092 	-393.229468 	-0.000882
110 	-387.570938 	-390.505113 	-0.007571
111 	-394.448919 	-394.586538 	-0.000349
112 	-390.313602 	-393.447369 	-0.008029
113 	-395.338692 	-395.789737 	-0.001141
114 	-396.639966 	-397.384571 	-0.001877
115 	-396.684942 	-396.717691 	-0.000083
116 	-397.695691 	-397.957941 	-0.000659
117 	-400.754127 	-400.754710 	-0.000001
118 	-398.932489 	-399.314696 	-0.000958
119 	-395.803014 	-395.815725 	-0.000032
120 	-393.900989 	-393.932987 	-0.000081
121 	-391.842409 	-391.956799 	-0.000292
122 	-390.006253 	-390.428193 	-0.001082
123 	-391.516518 	-391.910870 	-0.001007
124 	-393.931949 	-394.623028 	-0.001754
125 	-395.936732 	-396.672839 	-0.001859
126 	-397.491368 	-397.625891 	-0.000338
127 	-399.618594 	-399.639203 	-0.000052
128 	-398.538133 	-398.539887 	-0.000004
129 	-396.791015 	-396.794232 	-0.000008
130 	-396.499249 	-396.665332 	-0.000419
131 	-395.162933 	-395.578104 	-0.001051
132 	-395.183538 	-395.188915 	-0.000014
133 	-388.493117 	-388.499205 	-0.000016
134 	-386.871203 	-386.897423 	-0.000068
135 	-383.319710 	-383.534012 	-0.000559
136 	-379.187608 	-379.801960 	-0.001620
137 	-378.951184 	-379.526329 	-0.001518
138 	-378.047731 	-380.925403 	-0.007612
139 	-379.160879 	-379.237420 	-0.000202
140 	-378.420505 	-378.452363 	-0.000084
141 	-377.072282 	-377.368338 	-0.000785
142 	-381.037742 	-382.368303 	-0.003492
143 	-379.840364 	-379.857119 	-0.000044
144 	-383.675801 	-383.789175 	-0.000295
145 	-383.852294 	-384.048912 	-0.000512
146 	-386.685099 	-389.776561 	-0.007995
