Iter 	incumb_est 	candid_est 	error
1 	-1301.999999 	-3335.567279 	-1.561880
2 	-463.527403 	-779.284191 	-0.681204
3 	-540.199710 	-865.525171 	-0.602232
4 	-477.300981 	-522.558528 	-0.094820
5 	-324.094721 	-605.205451 	-0.867372
6 	-417.082671 	-573.913910 	-0.376020
7 	-451.872563 	-489.927163 	-0.084215
8 	-467.527186 	-519.268009 	-0.110669
9 	-271.457668 	-565.457397 	-1.083041
10 	-353.270910 	-415.863721 	-0.177181
11 	-277.869093 	-409.682141 	-0.474371
12 	-294.048219 	-337.791666 	-0.148763
13 	-240.640381 	-404.091006 	-0.679232
14 	-293.366521 	-392.352608 	-0.337414
15 	-309.986773 	-340.376582 	-0.098036
16 	-354.191541 	-357.099572 	-0.008210
17 	-315.491747 	-328.621969 	-0.041618
18 	-354.479042 	-377.798876 	-0.065786
19 	-356.179119 	-389.281586 	-0.092938
20 	-389.233316 	-396.122722 	-0.017700
21 	-344.400806 	-373.598302 	-0.084778
22 	-374.985454 	-378.872247 	-0.010365
23 	-365.376427 	-370.296431 	-0.013466
24 	-390.185459 	-393.564640 	-0.008660
25 	-385.479763 	-394.894636 	-0.024424
26 	-386.588556 	-401.035068 	-0.037369
27 	-366.211967 	-392.672119 	-0.072254
28 	-387.447010 	-410.433856 	-0.059329
29 	-358.094116 	-376.454658 	-0.051273
30 	-378.184085 	-392.251322 	-0.037197
31 	-362.481132 	-377.973742 	-0.042740
32 	-382.776745 	-387.583033 	-0.012556
33 	-337.059589 	-342.750213 	-0.016883
34 	-355.821152 	-360.745161 	-0.013838
35 	-335.373204 	-340.938576 	-0.016595
36 	-347.614057 	-354.775457 	-0.020602
37 	-324.861290 	-327.988282 	-0.009626
38 	-343.771841 	-349.091653 	-0.015475
39 	-324.614351 	-329.960126 	-0.016468
40 	-339.083672 	-342.618920 	-0.010426
41 	-290.222414 	-298.125680 	-0.027232
42 	-308.156695 	-311.687792 	-0.011459
43 	-307.586963 	-308.645976 	-0.003443
44 	-289.416148 	-326.786916 	-0.129125
45 	-287.695794 	-293.828557 	-0.021317
46 	-304.125499 	-305.900520 	-0.005836
47 	-278.126079 	-279.330934 	-0.004332
48 	-278.575803 	-291.611533 	-0.046794
