Iter 	incumb_est 	candid_est 	error
1 	-1301.999999 	-3335.567279 	-1.561880
2 	-478.464865 	-806.484811 	-0.685567
3 	-627.892462 	-906.181100 	-0.443211
4 	-502.340461 	-547.717049 	-0.090330
5 	-385.861708 	-642.377140 	-0.664786
6 	-420.551164 	-595.437559 	-0.415850
7 	-471.248026 	-509.696413 	-0.081588
8 	-520.095321 	-546.691004 	-0.051136
9 	-301.060252 	-489.095686 	-0.624577
10 	-381.979505 	-483.169477 	-0.264909
11 	-306.056103 	-404.417802 	-0.321385
12 	-373.072493 	-413.967005 	-0.109615
13 	-294.268503 	-338.650835 	-0.150823
14 	-350.387425 	-370.209537 	-0.056572
15 	-324.782636 	-342.614838 	-0.054905
16 	-358.077182 	-374.712648 	-0.046458
17 	-330.749052 	-340.030819 	-0.028063
18 	-369.980843 	-371.377818 	-0.003776
19 	-372.049137 	-401.734506 	-0.079789
20 	-398.103068 	-407.834083 	-0.024443
21 	-359.140406 	-379.127844 	-0.055654
22 	-389.948628 	-406.453412 	-0.042326
23 	-381.444979 	-401.421048 	-0.052369
24 	-408.756492 	-422.346127 	-0.033246
25 	-400.411513 	-419.551661 	-0.047801
26 	-402.432621 	-412.789388 	-0.025735
27 	-385.872870 	-406.039270 	-0.052262
28 	-409.124600 	-424.613404 	-0.037858
29 	-381.831876 	-392.351192 	-0.027550
30 	-403.668190 	-408.282349 	-0.011431
31 	-382.245660 	-385.702895 	-0.009045
32 	-363.995986 	-392.504563 	-0.078321
33 	-355.416646 	-362.815694 	-0.020818
34 	-367.121673 	-373.742338 	-0.018034
35 	-351.396447 	-366.482976 	-0.042933
36 	-364.595927 	-372.106195 	-0.020599
37 	-339.461030 	-351.321502 	-0.034939
38 	-348.365645 	-354.931549 	-0.018848
39 	-337.936587 	-353.464190 	-0.045948
40 	-334.833420 	-358.774515 	-0.071502
41 	-307.401174 	-321.185476 	-0.044841
42 	-324.770701 	-331.579529 	-0.020965
43 	-323.478820 	-333.879791 	-0.032153
