Iter 	incumb_est 	candid_est 	error
1 	-1301.999977 	-3335.567279 	-1.561880
2 	-475.145430 	-800.440229 	-0.684622
3 	-608.405182 	-897.146441 	-0.474587
4 	-496.776133 	-542.126265 	-0.091289
5 	-372.135711 	-634.116765 	-0.703993
6 	-419.780388 	-590.654524 	-0.407056
7 	-466.942367 	-505.303245 	-0.082153
8 	-507.810852 	-540.877451 	-0.065116
9 	-293.767633 	-504.888607 	-0.718667
10 	-374.956975 	-426.442945 	-0.137312
11 	-324.423813 	-342.448542 	-0.055559
12 	-383.899769 	-390.872060 	-0.018162
13 	-299.513264 	-328.303823 	-0.096124
14 	-353.332788 	-380.544054 	-0.077013
15 	-316.290930 	-366.116567 	-0.157531
16 	-362.334409 	-379.780070 	-0.048148
17 	-325.491507 	-341.953314 	-0.050575
18 	-365.907901 	-368.994146 	-0.008434
19 	-362.949008 	-388.680898 	-0.070897
20 	-397.450888 	-397.897211 	-0.001123
21 	-353.720651 	-379.434717 	-0.072696
22 	-385.505466 	-387.006668 	-0.003894
23 	-373.106021 	-398.915261 	-0.069174
24 	-401.179861 	-419.087005 	-0.044636
25 	-403.063908 	-411.995611 	-0.022160
26 	-406.175916 	-425.975769 	-0.048747
27 	-383.632391 	-398.503998 	-0.038765
28 	-404.775927 	-407.917509 	-0.007761
29 	-376.611868 	-392.765624 	-0.042892
30 	-397.211077 	-406.981925 	-0.024599
31 	-374.619855 	-393.652762 	-0.050806
32 	-383.403820 	-394.413669 	-0.028716
33 	-347.292916 	-369.618775 	-0.064285
34 	-366.331012 	-370.192374 	-0.010541
35 	-343.940084 	-364.194171 	-0.058888
36 	-347.606515 	-362.228673 	-0.042065
37 	-330.510054 	-353.908983 	-0.070796
38 	-348.192641 	-363.105250 	-0.042829
39 	-327.644293 	-347.514648 	-0.060646
40 	-330.878595 	-342.117773 	-0.033968
41 	-298.368375 	-326.342612 	-0.093757
42 	-315.132184 	-330.638413 	-0.049205
43 	-314.503465 	-333.032455 	-0.058915
44 	-330.138576 	-337.969578 	-0.023720
45 	-296.990554 	-320.215512 	-0.078201
46 	-312.973688 	-329.078568 	-0.051458
47 	-285.264742 	-300.363082 	-0.052927
48 	-300.826200 	-310.393538 	-0.031804
49 	-290.604540 	-302.773488 	-0.041875
50 	-306.060249 	-315.894712 	-0.032132
51 	-286.872889 	-294.824592 	-0.027719
52 	-294.336684 	-301.865477 	-0.025579
53 	-276.459395 	-293.175237 	-0.060464
54 	-291.032184 	-296.799668 	-0.019817
55 	-272.630003 	-283.060008 	-0.038257
56 	-286.750717 	-288.217798 	-0.005116
57 	-277.001483 	-286.380755 	-0.033860
58 	-290.559906 	-291.838958 	-0.004402
59 	-283.169184 	-288.172816 	-0.017670
60 	-296.283411 	-298.834716 	-0.008611
61 	-292.601051 	-299.044057 	-0.022020
62 	-305.140112 	-308.079607 	-0.009633
63 	-301.269533 	-302.239095 	-0.003218
64 	-299.987177 	-308.792870 	-0.029354
65 	-298.000307 	-299.104554 	-0.003706
66 	-298.516487 	-307.701887 	-0.030770
67 	-285.111573 	-290.463542 	-0.018771
68 	-296.654385 	-298.383788 	-0.005830
69 	-278.097715 	-279.183765 	-0.003905
70 	-280.742792 	-285.325709 	-0.016324
71 	-292.055997 	-293.586866 	-0.005242
