Iter 	incumb_est 	candid_est 	error
1 	-1301.999974 	-3237.833302 	-1.486815
2 	-506.702341 	-847.155854 	-0.671900
3 	-676.141735 	-900.660211 	-0.332058
4 	-537.537088 	-551.380823 	-0.025754
5 	-433.715377 	-643.245645 	-0.483105
6 	-479.374064 	-550.832245 	-0.149066
7 	-555.667198 	-579.748506 	-0.043338
8 	-448.617579 	-550.892189 	-0.227977
9 	-411.497657 	-424.464170 	-0.031511
10 	-322.467536 	-451.519927 	-0.400203
11 	-407.138151 	-455.152240 	-0.117931
12 	-356.863802 	-357.715586 	-0.002387
13 	-355.985773 	-398.792631 	-0.120249
14 	-354.424569 	-371.460359 	-0.048066
15 	-406.383537 	-412.369850 	-0.014731
16 	-386.848403 	-405.402358 	-0.047962
17 	-428.431648 	-430.511609 	-0.004855
18 	-388.923776 	-400.863076 	-0.030698
19 	-428.128266 	-430.472378 	-0.005475
20 	-408.763045 	-415.059365 	-0.015403
21 	-408.275611 	-420.267731 	-0.029373
22 	-413.090863 	-435.371249 	-0.053936
23 	-444.426438 	-452.846520 	-0.018946
24 	-435.128571 	-435.828057 	-0.001608
25 	-459.386993 	-461.132569 	-0.003800
26 	-439.459502 	-440.972925 	-0.003444
27 	-437.220181 	-443.362435 	-0.014048
28 	-434.487688 	-441.548229 	-0.016250
29 	-445.076601 	-452.642799 	-0.017000
30 	-437.262423 	-446.223682 	-0.020494
31 	-439.942555 	-446.828930 	-0.015653
32 	-393.941835 	-426.408335 	-0.082414
33 	-413.567510 	-427.485473 	-0.033653
34 	-398.154290 	-408.035018 	-0.024816
35 	-418.671906 	-420.141975 	-0.003511
36 	-373.576378 	-378.814469 	-0.014021
37 	-388.044552 	-391.603060 	-0.009170
38 	-374.294861 	-387.842592 	-0.036195
39 	-393.319887 	-398.550451 	-0.013298
40 	-363.516876 	-365.395880 	-0.005169
41 	-352.548603 	-352.675068 	-0.000359
42 	-355.102414 	-356.683405 	-0.004452
43 	-369.435396 	-370.391205 	-0.002587
44 	-346.795593 	-349.708339 	-0.008399
45 	-347.116100 	-347.137477 	-0.000062
46 	-338.736798 	-363.606203 	-0.073418
47 	-355.280076 	-367.552511 	-0.034543
48 	-334.626376 	-342.117083 	-0.022385
49 	-340.859364 	-343.419732 	-0.007512
50 	-337.919214 	-347.902318 	-0.029543
51 	-353.181011 	-356.116854 	-0.008313
52 	-331.144986 	-332.678002 	-0.004629
53 	-324.575736 	-337.489508 	-0.039787
54 	-331.919412 	-334.141435 	-0.006694
55 	-332.212998 	-343.525397 	-0.034052
56 	-323.685959 	-328.827321 	-0.015884
57 	-337.590957 	-339.412294 	-0.005395
58 	-330.910758 	-331.804620 	-0.002701
59 	-330.671502 	-333.893283 	-0.009743
60 	-334.259876 	-334.924165 	-0.001987
61 	-341.149690 	-345.739025 	-0.013453
62 	-344.038397 	-346.596324 	-0.007435
63 	-353.920396 	-356.148732 	-0.006296
64 	-344.922432 	-350.230779 	-0.015390
65 	-356.789331 	-357.907148 	-0.003133
66 	-341.353967 	-341.809967 	-0.001336
67 	-332.944289 	-338.725815 	-0.017365
68 	-327.852924 	-330.346393 	-0.007605
69 	-328.394611 	-334.601460 	-0.018901
70 	-325.277330 	-330.758827 	-0.016852
71 	-336.548559 	-336.827568 	-0.000829
72 	-326.583053 	-332.134634 	-0.016999
73 	-337.576433 	-338.326002 	-0.002220
74 	-335.053122 	-335.895756 	-0.002515
75 	-339.833074 	-344.355496 	-0.013308
76 	-340.809405 	-342.703201 	-0.005557
77 	-335.548640 	-342.899854 	-0.021908
78 	-338.469067 	-341.792263 	-0.009818
79 	-348.575774 	-350.143461 	-0.004497
80 	-340.417117 	-341.269480 	-0.002504
81 	-347.215686 	-347.754495 	-0.001552
82 	-339.521911 	-340.183493 	-0.001949
83 	-338.242266 	-339.692633 	-0.004288
84 	-343.754099 	-346.217156 	-0.007165
85 	-336.914417 	-339.615568 	-0.008017
86 	-346.293173 	-346.976350 	-0.001973
87 	-334.023295 	-334.544861 	-0.001561
