Iter 	incumb_est 	candid_est 	error
1 	-1558.017991 	-3101.005735 	-0.990353
2 	-574.962854 	-883.500810 	-0.536622
3 	-702.303118 	-929.853006 	-0.324005
4 	-709.032515 	-798.556013 	-0.126261
5 	-469.253803 	-688.277285 	-0.466748
6 	-518.158453 	-574.041698 	-0.107850
7 	-576.462915 	-622.103006 	-0.079173
8 	-499.592143 	-573.242640 	-0.147421
9 	-447.126567 	-476.739432 	-0.066229
10 	-409.578869 	-475.578396 	-0.161140
11 	-456.490864 	-474.034132 	-0.038431
12 	-405.653979 	-440.918053 	-0.086931
13 	-474.615154 	-476.928366 	-0.004874
14 	-419.178270 	-419.449053 	-0.000646
15 	-424.799919 	-469.893379 	-0.106152
16 	-449.265744 	-452.633338 	-0.007496
17 	-434.098274 	-451.405455 	-0.039869
18 	-452.730024 	-475.961639 	-0.051315
19 	-492.491841 	-493.864359 	-0.002787
20 	-471.988628 	-472.077942 	-0.000189
21 	-472.357980 	-488.146893 	-0.033426
22 	-505.873214 	-515.559655 	-0.019148
23 	-492.847490 	-504.918070 	-0.024492
24 	-522.716058 	-522.960230 	-0.000467
25 	-507.334994 	-523.857946 	-0.032568
26 	-534.348768 	-536.904908 	-0.004784
27 	-493.746007 	-497.779813 	-0.008170
28 	-518.157713 	-518.196219 	-0.000074
29 	-486.821485 	-488.580375 	-0.003613
30 	-510.555322 	-511.520047 	-0.001890
31 	-486.002272 	-486.720205 	-0.001477
32 	-459.312054 	-481.107994 	-0.047453
33 	-482.050874 	-490.425328 	-0.017373
34 	-460.355457 	-464.947265 	-0.009974
35 	-457.228041 	-461.394596 	-0.009113
36 	-464.629278 	-477.363393 	-0.027407
37 	-446.506160 	-453.280412 	-0.015172
38 	-452.227386 	-462.975788 	-0.023768
39 	-446.070789 	-455.795023 	-0.021800
40 	-437.084090 	-454.520029 	-0.039891
41 	-412.788621 	-422.288020 	-0.023013
42 	-432.691832 	-437.189164 	-0.010394
43 	-431.779257 	-431.934236 	-0.000359
44 	-413.988231 	-426.240255 	-0.029595
45 	-412.924405 	-424.365611 	-0.027708
46 	-431.093951 	-437.656870 	-0.015224
47 	-403.019713 	-406.150008 	-0.007767
48 	-404.537609 	-411.270727 	-0.016644
49 	-404.021926 	-416.297627 	-0.030384
50 	-420.915957 	-422.014449 	-0.002610
51 	-397.464144 	-403.476465 	-0.015127
52 	-413.997015 	-414.220953 	-0.000541
53 	-387.078179 	-396.299008 	-0.023822
54 	-403.247066 	-405.518350 	-0.005632
55 	-385.191939 	-385.457610 	-0.000690
