Iter 	incumb_est 	candid_est 	error
1 	-1301.999996 	-3247.606700 	-1.494322
2 	-504.874429 	-844.784879 	-0.673257
3 	-674.498157 	-899.317998 	-0.333314
4 	-535.569478 	-552.761491 	-0.032100
5 	-431.402011 	-641.729166 	-0.487543
6 	-477.062083 	-549.869883 	-0.152617
7 	-553.753169 	-577.311165 	-0.042542
8 	-445.628893 	-549.606481 	-0.233328
9 	-408.893678 	-421.023227 	-0.029664
10 	-316.931733 	-450.212092 	-0.420533
11 	-401.974309 	-451.450180 	-0.123082
12 	-353.327868 	-353.586997 	-0.000733
13 	-352.350673 	-398.000975 	-0.129559
14 	-350.574752 	-362.804624 	-0.034885
15 	-402.765881 	-408.070942 	-0.013172
16 	-382.692419 	-403.667224 	-0.054809
17 	-424.630416 	-426.531436 	-0.004477
18 	-384.787422 	-402.828372 	-0.046885
19 	-424.190278 	-429.962406 	-0.013607
20 	-404.457303 	-419.363580 	-0.036855
21 	-410.582486 	-422.239874 	-0.028392
22 	-408.587108 	-427.069554 	-0.045235
23 	-440.102524 	-449.700573 	-0.021809
24 	-427.453239 	-438.598921 	-0.026075
25 	-451.552593 	-456.211629 	-0.010318
26 	-432.878016 	-445.721178 	-0.029669
27 	-432.988131 	-453.302274 	-0.046916
28 	-429.289909 	-462.355374 	-0.077024
29 	-450.001881 	-475.747082 	-0.057211
30 	-433.381318 	-451.516927 	-0.041847
31 	-432.455992 	-442.900378 	-0.024151
32 	-389.708306 	-435.564034 	-0.117667
33 	-409.109179 	-433.719506 	-0.060156
34 	-394.825667 	-403.855250 	-0.022870
35 	-415.005658 	-419.429332 	-0.010659
36 	-369.549189 	-381.342658 	-0.031913
37 	-389.321517 	-395.467383 	-0.015786
38 	-369.860163 	-374.127251 	-0.011537
39 	-378.568790 	-386.162715 	-0.020060
40 	-360.052044 	-367.506429 	-0.020704
41 	-378.127002 	-383.067906 	-0.013067
42 	-351.281806 	-357.134352 	-0.016661
43 	-368.720028 	-370.486640 	-0.004791
44 	-342.469567 	-348.258162 	-0.016903
45 	-351.928497 	-359.093037 	-0.020358
46 	-333.907433 	-339.328944 	-0.016237
47 	-336.556928 	-353.712805 	-0.050975
48 	-329.512148 	-343.704843 	-0.043072
49 	-345.259356 	-350.959760 	-0.016510
50 	-333.796549 	-336.105906 	-0.006918
51 	-332.399053 	-338.718387 	-0.019011
52 	-326.913024 	-334.439221 	-0.023022
53 	-330.199947 	-336.698957 	-0.019682
54 	-328.245289 	-331.926870 	-0.011216
55 	-333.630122 	-340.568109 	-0.020795
56 	-319.726408 	-326.789202 	-0.022090
57 	-333.435161 	-333.929569 	-0.001483
58 	-327.133754 	-333.464125 	-0.019351
59 	-335.497719 	-338.405091 	-0.008666
60 	-330.964951 	-331.910951 	-0.002858
61 	-338.098199 	-341.522358 	-0.010128
62 	-340.582043 	-343.881956 	-0.009689
63 	-351.910994 	-353.370369 	-0.004147
64 	-341.339586 	-347.442293 	-0.017879
65 	-353.114450 	-355.226311 	-0.005981
66 	-338.081686 	-340.625345 	-0.007524
67 	-343.612114 	-349.115072 	-0.016015
68 	-324.641917 	-329.504804 	-0.014979
69 	-336.082501 	-336.223075 	-0.000418
70 	-322.159658 	-327.962701 	-0.018013
71 	-333.381198 	-333.988846 	-0.001823
72 	-323.549327 	-328.823834 	-0.016302
73 	-334.551910 	-335.480574 	-0.002776
74 	-332.242111 	-333.144568 	-0.002716
75 	-336.729511 	-341.446158 	-0.014007
76 	-338.111074 	-340.305350 	-0.006490
77 	-335.451557 	-343.195538 	-0.023085
78 	-335.799085 	-338.935345 	-0.009340
79 	-345.851086 	-347.418228 	-0.004531
80 	-338.110328 	-338.803478 	-0.002050
81 	-348.053373 	-348.344819 	-0.000837
82 	-336.324543 	-336.566192 	-0.000719
83 	-335.759912 	-335.804433 	-0.000133
84 	-337.191367 	-341.556619 	-0.012946
85 	-346.677316 	-347.021612 	-0.000993
86 	-337.077907 	-337.365203 	-0.000852
87 	-331.203303 	-333.121331 	-0.005791
88 	-336.625254 	-337.287309 	-0.001967
89 	-341.081742 	-344.550748 	-0.010171
90 	-339.065541 	-340.660189 	-0.004703
