Iter 	incumb_est 	candid_est 	error
1 	-1301.999971 	-3335.567279 	-1.561880
2 	-474.315571 	-798.929084 	-0.684383
3 	-603.533363 	-894.887777 	-0.482748
4 	-495.385050 	-540.728570 	-0.091532
5 	-368.704211 	-632.051671 	-0.714251
6 	-419.587694 	-589.458765 	-0.404852
7 	-465.865952 	-504.204953 	-0.082296
8 	-504.793544 	-539.404031 	-0.068564
9 	-292.008252 	-508.999989 	-0.743101
10 	-373.258738 	-426.766896 	-0.143354
11 	-323.537745 	-341.717614 	-0.056191
12 	-383.030574 	-389.478150 	-0.016833
13 	-298.648191 	-327.450918 	-0.096444
14 	-352.558428 	-379.522925 	-0.076482
15 	-315.242377 	-367.643584 	-0.166225
16 	-361.376698 	-378.642055 	-0.047777
17 	-324.613952 	-342.502070 	-0.055106
18 	-365.101594 	-370.475528 	-0.014719
19 	-361.688889 	-387.747616 	-0.072047
20 	-396.274021 	-397.282145 	-0.002544
21 	-352.404543 	-379.284740 	-0.076277
22 	-384.267588 	-386.068100 	-0.004686
23 	-372.098878 	-396.585177 	-0.065806
24 	-400.202211 	-417.419631 	-0.043022
25 	-399.565369 	-410.342799 	-0.026973
26 	-414.757477 	-424.586720 	-0.023699
27 	-380.784733 	-394.872809 	-0.036997
28 	-402.164808 	-407.309624 	-0.012793
29 	-373.086849 	-395.466614 	-0.059985
30 	-393.298182 	-409.600337 	-0.041450
31 	-370.315600 	-395.843115 	-0.068934
32 	-389.350326 	-393.047749 	-0.009496
33 	-342.303879 	-367.788985 	-0.074452
34 	-361.042789 	-368.407271 	-0.020398
35 	-340.355700 	-364.273641 	-0.070273
36 	-359.193051 	-373.707170 	-0.040408
37 	-328.161869 	-357.712059 	-0.090048
38 	-346.328670 	-359.274196 	-0.037379
39 	-326.405516 	-352.007737 	-0.078437
40 	-335.874162 	-340.998334 	-0.015256
41 	-293.325826 	-327.254717 	-0.115670
42 	-310.591885 	-325.636215 	-0.048438
43 	-311.563787 	-331.760164 	-0.064823
44 	-317.822848 	-328.145153 	-0.032478
45 	-290.334405 	-314.496573 	-0.083222
46 	-305.077990 	-306.060378 	-0.003220
47 	-278.428491 	-305.888056 	-0.098623
