Iter 	incumb_est 	candid_est 	error
1 	-1301.999991 	-3276.926893 	-1.516841
2 	-499.390676 	-837.833610 	-0.677712
3 	-669.729082 	-895.383380 	-0.336934
4 	-529.828306 	-556.807163 	-0.050920
5 	-424.623569 	-637.283125 	-0.500819
6 	-470.229536 	-547.048780 	-0.163365
7 	-548.114479 	-570.155819 	-0.040213
8 	-436.766229 	-545.852212 	-0.249758
9 	-401.185138 	-410.863512 	-0.024124
10 	-300.567552 	-446.428898 	-0.485286
11 	-386.712842 	-440.405900 	-0.138845
12 	-342.783701 	-350.769776 	-0.023298
13 	-403.520122 	-405.345889 	-0.004525
14 	-339.096099 	-360.428880 	-0.062911
15 	-391.980171 	-394.646800 	-0.006803
16 	-370.296693 	-406.979907 	-0.099064
17 	-415.123780 	-419.920394 	-0.011555
18 	-378.220835 	-410.257890 	-0.084705
19 	-415.961445 	-428.331476 	-0.029738
20 	-397.079156 	-418.289501 	-0.053416
21 	-430.327407 	-432.804945 	-0.005757
22 	-399.447811 	-421.303989 	-0.054716
23 	-429.701925 	-443.582792 	-0.032303
24 	-415.760822 	-432.975167 	-0.041404
25 	-442.942086 	-454.369277 	-0.025798
26 	-426.596959 	-427.159680 	-0.001319
27 	-427.708869 	-443.871456 	-0.037789
28 	-423.425149 	-436.254617 	-0.030299
29 	-444.362100 	-447.080394 	-0.006117
30 	-427.259233 	-437.139282 	-0.023124
31 	-434.137704 	-444.279380 	-0.023361
32 	-383.940545 	-422.378195 	-0.100114
33 	-403.536188 	-419.870286 	-0.040477
34 	-383.513550 	-397.186842 	-0.035653
35 	-398.769388 	-410.414441 	-0.029202
36 	-358.996576 	-399.176280 	-0.111922
37 	-378.337623 	-400.621047 	-0.058898
38 	-358.763349 	-367.930045 	-0.025551
39 	-368.666896 	-383.034169 	-0.038971
40 	-350.462055 	-379.789307 	-0.083682
41 	-368.124330 	-381.284015 	-0.035748
42 	-341.272711 	-350.308254 	-0.026476
43 	-358.327191 	-365.275578 	-0.019391
44 	-334.594650 	-351.721997 	-0.051188
45 	-351.005101 	-361.260511 	-0.029217
46 	-325.186340 	-331.568216 	-0.019625
47 	-325.319170 	-329.732458 	-0.013566
48 	-336.862153 	-342.057911 	-0.015424
49 	-326.877719 	-330.956705 	-0.012479
50 	-334.704457 	-341.874225 	-0.021421
51 	-322.599637 	-322.793762 	-0.000602
52 	-319.775087 	-319.856583 	-0.000255
53 	-312.129079 	-316.476368 	-0.013928
54 	-321.479368 	-326.062631 	-0.014257
55 	-311.404855 	-313.216927 	-0.005819
56 	-314.108228 	-324.930368 	-0.034454
57 	-313.722255 	-314.060351 	-0.001078
58 	-319.090976 	-325.328682 	-0.019548
59 	-318.197186 	-318.974759 	-0.002444
60 	-325.424865 	-330.173396 	-0.014592
61 	-328.723962 	-329.132217 	-0.001242
62 	-332.477502 	-336.820385 	-0.013062
63 	-335.289574 	-337.121927 	-0.005465
64 	-342.443421 	-346.987011 	-0.013268
65 	-331.638365 	-331.757865 	-0.000360
66 	-329.473093 	-330.737125 	-0.003837
67 	-323.788458 	-337.670739 	-0.042875
68 	-316.250591 	-321.743387 	-0.017368
69 	-327.771929 	-328.646671 	-0.002669
70 	-314.410991 	-317.808595 	-0.010806
71 	-322.342354 	-325.220104 	-0.008928
72 	-315.898062 	-320.225289 	-0.013698
73 	-326.844662 	-327.292984 	-0.001372
74 	-324.100572 	-325.229097 	-0.003482
75 	-327.263360 	-332.474788 	-0.015924
76 	-330.044371 	-331.876537 	-0.005551
77 	-322.846955 	-323.005937 	-0.000492
78 	-327.832576 	-330.634723 	-0.008547
79 	-335.010525 	-337.767794 	-0.008230
80 	-329.252685 	-333.284674 	-0.012246
81 	-339.018190 	-341.612965 	-0.007654
82 	-328.320288 	-328.585672 	-0.000808
83 	-327.750110 	-330.901398 	-0.009615
84 	-329.360324 	-329.380652 	-0.000062
85 	-326.616272 	-326.917116 	-0.000921
86 	-329.691531 	-333.529376 	-0.011641
87 	-323.203597 	-324.834141 	-0.005045
88 	-332.479412 	-332.923998 	-0.001337
89 	-332.194227 	-332.440987 	-0.000743
90 	-331.579063 	-331.759721 	-0.000545
91 	-330.252770 	-330.440926 	-0.000570
92 	-334.368269 	-336.192966 	-0.005457
93 	-338.163215 	-338.442947 	-0.000827
94 	-337.597641 	-337.882963 	-0.000845
95 	-332.806639 	-333.007944 	-0.000605
96 	-334.766590 	-334.937008 	-0.000509
97 	-331.360083 	-331.770115 	-0.001237
98 	-336.082147 	-336.199509 	-0.000349
99 	-335.710811 	-336.540181 	-0.002470
100 	-339.062377 	-339.242037 	-0.000530
101 	-342.782333 	-342.875274 	-0.000271
102 	-340.255757 	-340.578555 	-0.000949
103 	-336.455472 	-336.633531 	-0.000529
104 	-337.765074 	-338.379445 	-0.001819
105 	-337.503240 	-341.193321 	-0.010933
106 	-330.859114 	-332.010048 	-0.003479
107 	-329.565852 	-332.810892 	-0.009846
108 	-322.249792 	-324.076651 	-0.005669
109 	-327.194523 	-328.761565 	-0.004789
110 	-320.754726 	-323.031885 	-0.007099
111 	-327.190353 	-327.685362 	-0.001513
112 	-322.426716 	-325.116134 	-0.008341
113 	-329.518126 	-329.630622 	-0.000341
114 	-330.439299 	-331.473431 	-0.003130
115 	-332.630172 	-336.118887 	-0.010488
116 	-331.720315 	-331.953075 	-0.000702
117 	-334.700996 	-334.730925 	-0.000089
118 	-333.227657 	-333.566647 	-0.001017
119 	-329.990547 	-330.165096 	-0.000529
120 	-329.140777 	-336.104741 	-0.021158
121 	-326.077730 	-326.757877 	-0.002086
122 	-326.270289 	-330.947713 	-0.014336
123 	-325.097878 	-326.541754 	-0.004441
124 	-331.556121 	-331.734428 	-0.000538
125 	-328.720683 	-330.513581 	-0.005454
126 	-334.716729 	-335.156224 	-0.001313
127 	-332.290493 	-332.725786 	-0.001310
128 	-332.627186 	-337.851940 	-0.015708
129 	-329.892051 	-329.928816 	-0.000111
130 	-330.769873 	-331.294928 	-0.001587
131 	-328.794645 	-329.344756 	-0.001673
132 	-330.534989 	-334.504130 	-0.012008
133 	-322.020734 	-322.116279 	-0.000297
134 	-321.004237 	-323.630470 	-0.008181
135 	-316.761012 	-316.783166 	-0.000070
136 	-312.024430 	-312.118175 	-0.000300
137 	-312.720377 	-317.523893 	-0.015360
138 	-310.268914 	-310.525364 	-0.000827
139 	-312.820067 	-315.620643 	-0.008953
140 	-311.282815 	-311.320473 	-0.000121
141 	-310.128616 	-310.204064 	-0.000243
142 	-313.616992 	-313.867691 	-0.000799
143 	-312.694386 	-312.788324 	-0.000300
144 	-316.763173 	-318.189484 	-0.004503
145 	-316.448451 	-316.594042 	-0.000460
