Iter 	incumb_est 	candid_est 	error
1 	-1301.999981 	-3335.567279 	-1.561880
2 	-472.655853 	-795.906792 	-0.683903
3 	-593.789724 	-890.370454 	-0.499471
4 	-492.602886 	-537.933179 	-0.092022
5 	-361.841213 	-627.921483 	-0.735351
6 	-419.202306 	-587.067249 	-0.400439
7 	-463.713123 	-502.008371 	-0.082584
8 	-498.823498 	-536.430482 	-0.075391
9 	-288.566019 	-517.430049 	-0.793108
10 	-369.931144 	-427.377662 	-0.155290
11 	-321.731839 	-340.285192 	-0.057667
12 	-381.248371 	-386.594427 	-0.014023
13 	-296.883524 	-318.773789 	-0.073734
14 	-350.974343 	-358.248898 	-0.020727
15 	-313.111219 	-362.408332 	-0.157443
16 	-359.426455 	-371.129923 	-0.032562
17 	-322.823339 	-330.213849 	-0.022893
18 	-363.452875 	-365.659101 	-0.006070
19 	-359.133622 	-387.147773 	-0.078005
20 	-393.884690 	-396.575029 	-0.006830
21 	-349.736954 	-376.204610 	-0.075679
22 	-378.115760 	-381.654316 	-0.009358
23 	-367.100770 	-389.840653 	-0.061945
24 	-380.370518 	-405.122721 	-0.065074
25 	-381.539862 	-413.974044 	-0.085009
26 	-387.526791 	-404.042538 	-0.042618
27 	-369.892976 	-413.208778 	-0.117104
28 	-394.330905 	-416.330253 	-0.055789
29 	-368.344876 	-395.168412 	-0.072822
30 	-391.205213 	-400.459318 	-0.023655
31 	-370.929890 	-378.864835 	-0.021392
32 	-392.280675 	-394.882499 	-0.006633
33 	-346.873002 	-352.302805 	-0.015654
34 	-367.675414 	-369.658941 	-0.005395
35 	-344.493416 	-347.284783 	-0.008103
36 	-329.923359 	-361.768321 	-0.096522
37 	-334.021247 	-341.423093 	-0.022160
38 	-352.972135 	-355.837283 	-0.008117
39 	-333.809976 	-334.269640 	-0.001377
40 	-314.354725 	-333.220127 	-0.060013
41 	-299.970147 	-302.286620 	-0.007722
42 	-317.926930 	-319.508166 	-0.004974
43 	-317.178242 	-317.527097 	-0.001100
44 	-297.318873 	-302.010203 	-0.015779
45 	-297.298816 	-312.542112 	-0.051273
46 	-313.752211 	-321.404768 	-0.024390
47 	-286.627969 	-291.643469 	-0.017498
48 	-286.249767 	-293.502728 	-0.025338
49 	-287.255456 	-303.188678 	-0.055467
50 	-302.593447 	-307.053421 	-0.014739
51 	-284.118824 	-292.398069 	-0.029140
52 	-298.927212 	-300.037513 	-0.003714
53 	-274.096924 	-284.057561 	-0.036340
54 	-288.716537 	-294.231998 	-0.019103
55 	-270.049338 	-274.205596 	-0.015391
56 	-274.671666 	-284.150278 	-0.034509
57 	-274.519397 	-282.350673 	-0.028527
58 	-288.123477 	-289.654953 	-0.005315
59 	-280.045038 	-285.993981 	-0.021243
60 	-293.103554 	-294.758512 	-0.005646
61 	-289.763851 	-292.222743 	-0.008486
62 	-298.241896 	-301.681755 	-0.011534
63 	-298.569833 	-299.662952 	-0.003661
64 	-296.822998 	-297.053556 	-0.000777
65 	-295.184355 	-299.556323 	-0.014811
66 	-306.826350 	-308.260049 	-0.004673
67 	-282.915364 	-285.551059 	-0.009316
68 	-294.601309 	-294.617431 	-0.000055
69 	-276.211156 	-281.153947 	-0.017895
70 	-287.663613 	-288.554119 	-0.003096
71 	-277.557426 	-278.228459 	-0.002418
72 	-282.247836 	-286.627225 	-0.015516
73 	-282.667673 	-288.427223 	-0.020376
74 	-293.563631 	-294.484399 	-0.003137
75 	-292.646263 	-293.178748 	-0.001820
76 	-297.034242 	-298.179986 	-0.003857
77 	-288.951908 	-296.579570 	-0.026398
78 	-299.208532 	-301.212097 	-0.006696
79 	-300.930890 	-301.337964 	-0.001353
80 	-297.731761 	-301.631317 	-0.013098
81 	-302.477462 	-305.428921 	-0.009758
82 	-296.014343 	-303.103932 	-0.023950
