Iter 	incumb_est 	candid_est 	error
1 	-1664.692154 	-3003.271758 	-0.804100
2 	-699.916192 	-913.671334 	-0.305401
3 	-725.199660 	-967.136994 	-0.333615
4 	-739.203038 	-824.306697 	-0.115129
5 	-498.848234 	-717.607011 	-0.438528
6 	-511.716777 	-589.406907 	-0.151823
7 	-470.101990 	-624.675166 	-0.328808
8 	-558.804214 	-634.702464 	-0.135823
9 	-448.235761 	-448.912635 	-0.001510
10 	-483.615415 	-523.429516 	-0.082326
11 	-477.495705 	-501.248083 	-0.049744
12 	-458.979862 	-475.364835 	-0.035699
13 	-530.377053 	-548.001949 	-0.033231
14 	-480.931168 	-487.697117 	-0.014068
15 	-476.926280 	-516.697847 	-0.083391
16 	-537.321144 	-537.911013 	-0.001098
17 	-476.231696 	-534.910218 	-0.123214
18 	-530.822662 	-539.269129 	-0.015912
19 	-522.052954 	-543.743103 	-0.041548
20 	-527.208262 	-533.320453 	-0.011594
21 	-524.319648 	-546.886838 	-0.043041
22 	-565.328797 	-567.780474 	-0.004337
23 	-548.352693 	-548.352692 	0.000000
24 	-551.555081 	-559.505119 	-0.014414
25 	-560.991823 	-572.158676 	-0.019906
26 	-591.915595 	-592.085794 	-0.000288
27 	-547.466897 	-548.323171 	-0.001564
28 	-572.822764 	-576.404207 	-0.006252
29 	-543.484612 	-553.815200 	-0.019008
30 	-571.026633 	-572.824894 	-0.003149
31 	-544.459544 	-544.516114 	-0.000104
32 	-517.399116 	-547.405423 	-0.057995
33 	-519.529395 	-535.671778 	-0.031071
34 	-544.535744 	-553.700426 	-0.016830
35 	-515.771739 	-521.044782 	-0.010224
36 	-496.612635 	-504.448843 	-0.015779
37 	-521.412745 	-527.638502 	-0.011940
38 	-500.673906 	-503.951830 	-0.006547
39 	-510.035300 	-510.750202 	-0.001402
40 	-486.382469 	-487.706230 	-0.002722
41 	-474.916289 	-484.256906 	-0.019668
42 	-480.047721 	-495.442413 	-0.032069
43 	-501.772581 	-510.237807 	-0.016871
44 	-471.699066 	-473.208908 	-0.003201
45 	-473.819779 	-478.459791 	-0.009793
46 	-464.537879 	-482.859881 	-0.039441
47 	-484.743812 	-493.684826 	-0.018445
48 	-461.363925 	-467.186195 	-0.012620
49 	-468.946242 	-470.290788 	-0.002867
50 	-457.307925 	-474.870086 	-0.038403
51 	-476.070842 	-486.415038 	-0.021728
52 	-452.293513 	-457.830301 	-0.012242
53 	-452.450275 	-459.533387 	-0.015655
54 	-449.255109 	-460.621183 	-0.025300
55 	-466.799865 	-467.920525 	-0.002401
56 	-443.324809 	-454.033211 	-0.024155
57 	-460.576452 	-461.959941 	-0.003004
58 	-457.047288 	-462.732774 	-0.012440
59 	-464.283852 	-468.628833 	-0.009358
60 	-454.083538 	-458.793864 	-0.010373
61 	-470.219074 	-472.116668 	-0.004036
62 	-467.526754 	-467.699709 	-0.000370
63 	-472.720059 	-477.063264 	-0.009188
64 	-470.306064 	-473.829597 	-0.007492
65 	-485.199068 	-485.308916 	-0.000226
66 	-467.846281 	-474.388313 	-0.013983
67 	-478.805201 	-481.562008 	-0.005758
68 	-455.542075 	-465.020493 	-0.020807
69 	-469.817044 	-470.574539 	-0.001612
70 	-455.013206 	-465.033756 	-0.022023
71 	-466.730060 	-467.975889 	-0.002669
72 	-458.632569 	-469.498705 	-0.023692
73 	-466.401143 	-469.498985 	-0.006642
74 	-459.765322 	-465.086818 	-0.011574
75 	-472.947574 	-474.469308 	-0.003218
76 	-469.716690 	-469.887834 	-0.000364
77 	-463.200391 	-466.292304 	-0.006675
78 	-464.899209 	-466.970986 	-0.004456
79 	-471.852999 	-475.415805 	-0.007551
80 	-465.925609 	-470.556083 	-0.009938
81 	-478.334357 	-478.587571 	-0.000529
82 	-463.496908 	-471.103131 	-0.016411
83 	-475.567270 	-477.277870 	-0.003597
