Iter 	incumb_est 	candid_est 	error
1 	-1622.022489 	-3042.365349 	-0.875662
2 	-649.934857 	-901.126748 	-0.386488
3 	-715.564667 	-952.195968 	-0.330692
4 	-726.658452 	-814.006422 	-0.120205
5 	-486.534085 	-705.748329 	-0.450563
6 	-496.118203 	-583.583910 	-0.176300
7 	-472.257486 	-615.121544 	-0.302513
8 	-556.372721 	-624.294962 	-0.122080
9 	-438.424349 	-439.896779 	-0.003358
10 	-464.254774 	-500.292963 	-0.077626
11 	-459.606404 	-481.263679 	-0.047121
12 	-438.885640 	-439.338142 	-0.001031
13 	-429.847155 	-527.396878 	-0.226940
14 	-489.472579 	-563.111942 	-0.150446
15 	-457.163812 	-471.194496 	-0.030691
16 	-493.688050 	-500.981538 	-0.014773
17 	-459.638182 	-506.277455 	-0.101470
18 	-504.358454 	-522.916053 	-0.036794
19 	-510.090610 	-511.516021 	-0.002794
20 	-502.078889 	-507.163564 	-0.010127
21 	-501.533735 	-546.533131 	-0.089724
22 	-536.218706 	-577.328723 	-0.076667
23 	-525.130114 	-533.924636 	-0.016747
24 	-537.961822 	-548.680467 	-0.019925
25 	-541.541482 	-542.397787 	-0.001581
26 	-540.018046 	-560.580063 	-0.038077
27 	-524.445293 	-535.450221 	-0.020984
28 	-536.760140 	-545.842767 	-0.016921
29 	-517.379434 	-537.299359 	-0.038502
30 	-542.286889 	-552.390645 	-0.018632
31 	-519.808030 	-521.829572 	-0.003889
32 	-493.644916 	-512.936812 	-0.039081
33 	-495.626971 	-496.163223 	-0.001082
34 	-503.187064 	-522.954104 	-0.039284
35 	-492.583146 	-494.772424 	-0.004444
36 	-472.534621 	-484.608647 	-0.025552
37 	-481.730199 	-492.636305 	-0.022639
38 	-499.035037 	-502.702320 	-0.007349
39 	-481.177204 	-493.935525 	-0.026515
40 	-483.290581 	-494.394796 	-0.022976
41 	-447.565493 	-459.948713 	-0.027668
42 	-468.570805 	-472.943497 	-0.009332
43 	-466.412172 	-466.550842 	-0.000297
44 	-447.130917 	-450.452583 	-0.007429
45 	-446.989335 	-466.155793 	-0.042879
46 	-466.180624 	-476.654486 	-0.022467
47 	-436.629206 	-443.135132 	-0.014900
48 	-437.631640 	-441.536694 	-0.008923
49 	-457.062529 	-457.308303 	-0.000538
50 	-432.733840 	-432.750290 	-0.000038
51 	-430.619586 	-431.355579 	-0.001709
52 	-428.451686 	-429.045325 	-0.001386
53 	-421.636808 	-425.480861 	-0.009117
54 	-424.289664 	-424.522273 	-0.000548
55 	-417.800250 	-418.178946 	-0.000906
56 	-418.153268 	-418.536124 	-0.000916
57 	-422.777141 	-426.675199 	-0.009220
58 	-430.391772 	-436.525022 	-0.014250
