Iter 	incumb_est 	candid_est 	error
1 	-1568.685408 	-3091.232337 	-0.970588
2 	-587.458188 	-886.344911 	-0.508780
3 	-704.419820 	-933.571449 	-0.325305
4 	-711.876615 	-801.131081 	-0.125379
5 	-472.040294 	-691.164231 	-0.464206
6 	-477.518882 	-575.695468 	-0.205597
7 	-474.336545 	-551.684581 	-0.163066
8 	-552.721205 	-570.673527 	-0.032480
9 	-402.902459 	-407.159871 	-0.010567
10 	-472.753595 	-489.647707 	-0.035736
11 	-435.403768 	-441.469714 	-0.013932
12 	-424.767759 	-487.429672 	-0.147520
13 	-411.868921 	-411.868922 	-0.000000
14 	-423.366193 	-435.291562 	-0.028168
15 	-429.692653 	-457.363333 	-0.064396
16 	-480.920300 	-487.194332 	-0.013046
17 	-437.199488 	-438.644303 	-0.003305
18 	-457.489285 	-458.867960 	-0.003014
19 	-480.418422 	-490.577543 	-0.021146
20 	-479.284860 	-496.325987 	-0.035555
21 	-475.182825 	-491.491261 	-0.034320
22 	-510.371560 	-512.794338 	-0.004747
23 	-498.328400 	-498.346837 	-0.000037
24 	-499.003791 	-505.441693 	-0.012902
25 	-526.649762 	-531.945799 	-0.010056
26 	-501.718496 	-522.443465 	-0.041308
27 	-527.216072 	-527.502848 	-0.000544
28 	-497.687700 	-498.508474 	-0.001649
29 	-508.252836 	-518.828492 	-0.020808
30 	-501.878165 	-507.680678 	-0.011562
31 	-515.843778 	-522.186215 	-0.012295
32 	-460.768354 	-483.706252 	-0.049782
33 	-482.870920 	-493.012236 	-0.021002
34 	-466.599188 	-470.022992 	-0.007338
35 	-477.732214 	-487.424154 	-0.020287
36 	-442.725264 	-455.482114 	-0.028814
37 	-464.860766 	-469.077639 	-0.009071
38 	-445.357058 	-447.066334 	-0.003838
39 	-453.213795 	-458.154649 	-0.010902
40 	-459.444480 	-472.218893 	-0.027804
41 	-419.191646 	-419.236011 	-0.000106
42 	-425.816568 	-438.920111 	-0.030773
43 	-437.408521 	-440.410638 	-0.006863
44 	-421.914612 	-436.120453 	-0.033670
45 	-418.985681 	-421.794487 	-0.006704
46 	-429.089429 	-437.616733 	-0.019873
47 	-409.486934 	-409.535717 	-0.000119
48 	-408.445883 	-413.530617 	-0.012449
49 	-410.882510 	-422.482094 	-0.028231
50 	-428.185141 	-434.724175 	-0.015272
51 	-403.018091 	-403.122110 	-0.000258
52 	-400.233121 	-410.655369 	-0.026040
53 	-392.507001 	-396.067459 	-0.009071
54 	-408.868243 	-409.921481 	-0.002576
55 	-390.517435 	-390.576443 	-0.000151
56 	-390.572423 	-399.074911 	-0.021769
57 	-393.868207 	-395.060951 	-0.003028
58 	-401.047949 	-405.903099 	-0.012106
59 	-399.964153 	-405.017809 	-0.012635
60 	-414.564985 	-415.036181 	-0.001137
61 	-407.749293 	-407.754961 	-0.000014
62 	-412.199878 	-412.808392 	-0.001476
63 	-417.818489 	-424.158653 	-0.015174
64 	-413.823696 	-416.844688 	-0.007300
65 	-423.739154 	-426.444879 	-0.006385
66 	-411.000051 	-416.810934 	-0.014138
67 	-418.868742 	-422.430933 	-0.008504
68 	-398.045669 	-406.387926 	-0.020958
69 	-410.788069 	-411.222315 	-0.001057
70 	-396.223870 	-400.879003 	-0.011749
71 	-408.403264 	-408.620676 	-0.000532
72 	-398.286814 	-404.894186 	-0.016589
73 	-410.392082 	-410.907961 	-0.001257
74 	-404.191088 	-404.199135 	-0.000020
75 	-407.114273 	-407.122299 	-0.000020
76 	-411.543700 	-411.546179 	-0.000006
77 	-404.302408 	-404.841540 	-0.001333
78 	-409.383855 	-410.630894 	-0.003046
79 	-417.526845 	-420.235416 	-0.006487
80 	-411.587546 	-411.803216 	-0.000524
81 	-419.904484 	-422.389927 	-0.005919
82 	-410.341848 	-411.651799 	-0.003192
83 	-412.346348 	-419.353074 	-0.016992
84 	-410.908440 	-411.235089 	-0.000795
85 	-409.946612 	-418.249807 	-0.020254
86 	-411.053015 	-411.084264 	-0.000076
87 	-405.150904 	-405.310437 	-0.000394
88 	-409.975301 	-412.783688 	-0.006850
89 	-412.930007 	-413.025548 	-0.000231
90 	-412.114634 	-413.794173 	-0.004075
91 	-410.917339 	-410.960693 	-0.000106
92 	-416.022267 	-416.180428 	-0.000380
93 	-420.705528 	-420.868743 	-0.000388
94 	-419.764054 	-420.291620 	-0.001257
95 	-415.901131 	-417.396080 	-0.003594
96 	-417.142592 	-418.351402 	-0.002898
97 	-415.093312 	-417.845581 	-0.006630
98 	-417.353188 	-417.623754 	-0.000648
99 	-417.088045 	-417.926175 	-0.002009
100 	-420.188176 	-420.783598 	-0.001417
101 	-425.277692 	-426.057926 	-0.001835
102 	-422.279754 	-423.404783 	-0.002664
103 	-420.006422 	-421.217134 	-0.002883
104 	-419.787485 	-421.495492 	-0.004069
105 	-419.311797 	-419.827001 	-0.001229
106 	-413.054734 	-415.350377 	-0.005558
107 	-411.549998 	-411.696203 	-0.000355
108 	-404.812332 	-407.874320 	-0.007564
109 	-408.412941 	-408.420887 	-0.000019
110 	-403.492978 	-407.066715 	-0.008857
111 	-410.226685 	-410.239249 	-0.000031
112 	-406.776405 	-410.789102 	-0.009865
113 	-410.746066 	-410.785003 	-0.000095
114 	-412.388855 	-413.599671 	-0.002936
115 	-413.356090 	-414.216267 	-0.002081
116 	-413.371258 	-413.937577 	-0.001370
117 	-416.871616 	-416.873946 	-0.000006
118 	-414.769663 	-415.509729 	-0.001784
119 	-411.895173 	-411.906643 	-0.000028
120 	-409.745926 	-410.697412 	-0.002322
121 	-408.104499 	-408.106608 	-0.000005
122 	-405.628781 	-406.883280 	-0.003093
123 	-407.390674 	-407.424502 	-0.000083
124 	-409.677582 	-411.074998 	-0.003411
125 	-411.499351 	-411.501046 	-0.000004
126 	-413.271778 	-414.080227 	-0.001956
127 	-415.847872 	-421.846215 	-0.014424
128 	-422.859706 	-426.604939 	-0.008857
129 	-413.083798 	-413.506077 	-0.001022
130 	-419.313856 	-419.962754 	-0.001548
131 	-410.795028 	-411.892366 	-0.002671
132 	-417.632660 	-417.664635 	-0.000077
133 	-404.436130 	-404.538927 	-0.000254
134 	-402.961352 	-405.835309 	-0.007132
135 	-399.260910 	-404.548338 	-0.013243
136 	-405.982245 	-409.316251 	-0.008212
137 	-395.000809 	-397.057655 	-0.005207
138 	-401.002228 	-401.531670 	-0.001320
139 	-395.128106 	-396.330995 	-0.003044
140 	-401.686923 	-401.882224 	-0.000486
141 	-393.032496 	-393.116028 	-0.000213
142 	-396.371012 	-396.987462 	-0.001555
143 	-395.697052 	-397.628770 	-0.004882
144 	-402.069729 	-403.469536 	-0.003482
145 	-399.558252 	-399.576767 	-0.000046
146 	-401.130398 	-403.740352 	-0.006506
147 	-402.379010 	-403.451720 	-0.002666
148 	-408.534304 	-408.648839 	-0.000280
149 	-402.241818 	-402.289192 	-0.000118
150 	-403.162708 	-406.208367 	-0.007554
151 	-404.488462 	-406.530772 	-0.005049
152 	-410.467897 	-410.935499 	-0.001139
153 	-404.746809 	-405.394253 	-0.001600
154 	-406.168483 	-407.721885 	-0.003825
155 	-404.841987 	-406.945871 	-0.005197
156 	-410.665836 	-411.371646 	-0.001719
157 	-409.420074 	-410.263943 	-0.002061
158 	-410.085316 	-410.673415 	-0.001434
159 	-406.248989 	-410.496147 	-0.010455
160 	-411.918449 	-413.269396 	-0.003280
161 	-410.366401 	-411.133092 	-0.001868
162 	-411.110840 	-411.697601 	-0.001427
163 	-407.769416 	-415.443689 	-0.018820
164 	-413.115005 	-415.743086 	-0.006362
165 	-409.634561 	-410.333275 	-0.001706
166 	-406.619448 	-407.882778 	-0.003107
167 	-405.432859 	-410.659018 	-0.012890
168 	-410.665080 	-412.478931 	-0.004417
169 	-407.848827 	-408.302666 	-0.001113
170 	-409.060123 	-410.888653 	-0.004470
171 	-405.292294 	-410.530263 	-0.012924
172 	-410.403653 	-412.485856 	-0.005074
173 	-410.025237 	-410.945844 	-0.002245
174 	-407.836570 	-409.184365 	-0.003305
175 	-406.996861 	-411.639713 	-0.011408
176 	-411.982367 	-412.477511 	-0.001202
