Iter 	incumb_est 	candid_est 	error
1 	-1611.355073 	-3052.138747 	-0.894144
2 	-637.439524 	-898.093090 	-0.408907
3 	-713.258407 	-948.466614 	-0.329766
4 	-723.624794 	-811.431354 	-0.121343
5 	-483.558036 	-702.810939 	-0.453416
6 	-492.321048 	-582.058622 	-0.182275
7 	-472.726181 	-612.789832 	-0.296289
8 	-555.695029 	-621.718941 	-0.118813
9 	-435.997419 	-437.695389 	-0.003894
10 	-459.484439 	-493.842303 	-0.074775
11 	-455.199926 	-475.798423 	-0.045252
12 	-435.125298 	-440.858741 	-0.013177
13 	-425.505818 	-517.829157 	-0.216973
14 	-484.627140 	-555.803807 	-0.146869
15 	-452.237519 	-465.056433 	-0.028346
16 	-489.339586 	-496.586036 	-0.014809
17 	-454.980259 	-498.230738 	-0.095060
18 	-499.326040 	-517.098393 	-0.035593
19 	-504.962484 	-506.265881 	-0.002581
20 	-497.319144 	-506.029161 	-0.017514
21 	-496.410054 	-534.595052 	-0.076922
22 	-530.809793 	-543.997960 	-0.024845
23 	-519.723197 	-520.681118 	-0.001843
24 	-522.381487 	-530.588290 	-0.015710
25 	-536.010965 	-537.085970 	-0.002006
26 	-540.581001 	-573.153092 	-0.060254
27 	-519.149980 	-530.359506 	-0.021592
28 	-545.366206 	-549.522831 	-0.007622
29 	-512.211809 	-513.264585 	-0.002055
30 	-524.438640 	-539.400445 	-0.028529
31 	-528.216076 	-540.563475 	-0.023376
32 	-483.902653 	-515.660774 	-0.065629
33 	-507.513266 	-515.725792 	-0.016182
34 	-489.252277 	-501.218443 	-0.024458
35 	-510.643897 	-511.959511 	-0.002576
36 	-464.305345 	-488.478290 	-0.052063
37 	-486.986353 	-493.342808 	-0.013053
38 	-468.953985 	-469.272028 	-0.000678
39 	-477.839504 	-492.750658 	-0.031205
40 	-454.447493 	-469.140425 	-0.032331
41 	-476.035283 	-479.300660 	-0.006860
42 	-448.049426 	-448.747240 	-0.001557
43 	-463.023132 	-469.128841 	-0.013187
44 	-440.454440 	-449.819150 	-0.021261
45 	-460.434273 	-461.777342 	-0.002917
46 	-433.425522 	-433.722524 	-0.000685
47 	-433.038242 	-454.481026 	-0.049517
48 	-430.320423 	-433.194618 	-0.006679
49 	-448.876065 	-449.829732 	-0.002125
50 	-427.007767 	-428.186291 	-0.002760
51 	-431.534389 	-444.879344 	-0.030924
52 	-421.556814 	-422.114148 	-0.001322
53 	-415.112123 	-417.199198 	-0.005028
54 	-427.603142 	-432.379495 	-0.011170
55 	-411.218249 	-411.918321 	-0.001702
56 	-412.539071 	-413.831472 	-0.003133
57 	-416.178067 	-416.453519 	-0.000662
58 	-423.963630 	-429.166101 	-0.012271
59 	-423.973299 	-428.432949 	-0.010519
60 	-439.899098 	-440.733610 	-0.001897
61 	-428.598424 	-435.192648 	-0.015386
62 	-443.935889 	-445.413064 	-0.003327
63 	-438.020750 	-438.735283 	-0.001631
64 	-437.149328 	-437.372405 	-0.000510
65 	-436.624311 	-447.393622 	-0.024665
66 	-434.461608 	-434.876272 	-0.000954
67 	-426.209576 	-428.226980 	-0.004733
68 	-421.899387 	-425.015375 	-0.007386
69 	-427.206419 	-431.809173 	-0.010774
70 	-420.208968 	-427.379300 	-0.017064
71 	-432.300417 	-432.998325 	-0.001614
72 	-422.843241 	-431.124001 	-0.019584
73 	-433.016179 	-434.449414 	-0.003310
74 	-426.872463 	-426.957024 	-0.000198
75 	-430.207595 	-430.366944 	-0.000370
76 	-435.427038 	-436.028521 	-0.001381
77 	-429.805909 	-435.472268 	-0.013184
78 	-431.877516 	-431.882191 	-0.000011
79 	-437.297310 	-439.030055 	-0.003962
80 	-438.698011 	-447.345785 	-0.019712
81 	-439.142529 	-442.611087 	-0.007898
82 	-438.896132 	-445.279305 	-0.014544
83 	-430.842384 	-432.278530 	-0.003333
84 	-435.289450 	-438.059875 	-0.006365
85 	-430.614796 	-430.823852 	-0.000485
86 	-433.559432 	-435.620023 	-0.004753
87 	-433.916074 	-442.847732 	-0.020584
88 	-431.370130 	-434.334227 	-0.006871
89 	-439.335246 	-441.171328 	-0.004179
90 	-433.957597 	-435.849562 	-0.004360
91 	-435.744579 	-442.305180 	-0.015056
92 	-438.556621 	-439.258866 	-0.001601
93 	-444.506589 	-447.698172 	-0.007180
94 	-442.569844 	-442.706575 	-0.000309
95 	-438.016483 	-439.216206 	-0.002739
96 	-440.118258 	-440.129161 	-0.000025
97 	-436.616926 	-436.702066 	-0.000195
98 	-439.788264 	-439.924769 	-0.000310
99 	-439.096389 	-439.129173 	-0.000075
100 	-442.984774 	-442.984804 	-0.000000
101 	-447.647741 	-447.672727 	-0.000056
102 	-445.483128 	-449.507335 	-0.009033
103 	-454.438897 	-457.391496 	-0.006497
104 	-443.200642 	-445.300511 	-0.004738
105 	-450.493501 	-451.719097 	-0.002721
106 	-436.534054 	-441.648118 	-0.011715
107 	-445.238665 	-446.279503 	-0.002338
108 	-429.409323 	-432.522119 	-0.007249
